DATE,HOUSE #,STREET,OVER FLOW,NOT OUT,NOT AT CURB,DETAILS,,
1/21/18,4505,LANDON DR,x,,,,,
1/21/18,4601,PLYMOUTH RD,x,,,,,
1/21/18,4625,CORBITT DR,,x,,,,
1/21/18,4719,CARVER RD,,x,,,,
1/21/18,4811,HOLSTON DR,,x,,,,
1/21/18,4908,GETTYSBURG RD,x,,,,,
1/21/18,5001,ELIZABETH RD,,x,,,,
1/21/18,5030,LAUREL WOODS DR,x,,,,,
1/21/18,5121,KOHLMIER RD,,x ,,,,
1/21/18,5212,ASHEVILLE HWY,,x,,,,
1/21/18,5305,MARGUERITE RD,,x,,,,
1/21/18,5337,JACKSBORO PK,x,,,,,
1/21/18,5413,DOGWOOD DR,,x,,,,
1/21/18,5501,GREEN VALLEY DR,x,,,,,
1/21/18,5517,WASSMAN RD,,x,,,,
1/21/18,5609,CLIFFWOOD RD,,x,,,,
1/21/18,5669,SUMMITRIDGE LN,,x,,,,
1/21/18,5713,SOURWOOD LN,,x,,,,
1/21/18,5805,HILLLOCK RD,,X,,,,
1/21/18,5843,FAIRHILL LN,,x,,,,
1/21/18,5916,GREEN VALLEY DR,,x,,,,
1/21/18,6000,LILYWOOD LN,,x,,,,
1/21/18,6025,MORNING GLORY PL,,x,,,,
1/21/18,6118,MORNING GLORY PL,,x,,,,
1/21/18,6309,CREEKHEAD DR ,x,,,,,
1/21/18,6517,ROCK BRIDGE LN,,x,,,,
1/21/18,6708,SHERWOOD DR,x,,,,,
1/21/18,6858,AVENSONG LN,,x,,,,
1/21/18,7016,OLD KENT DR,,x,,,,
1/21/18,7116,CRESTHILL DR,,x,,,,
1/21/18,7232,ASHBURTON DR,,x,,,,
1/21/18,7347,BELLINGHAM DR,,x,,,,
1/21/18,7531,CHATHAM CIR,,x,,,,
1/21/18,7722,WILMINGTON DR,x,,,,,
1/21/18,7914,GLEASON DR,,X,,,,
1/21/18,8037,ELLISVILLE LN,,x,,,,
1/21/18,8309,ALEXANDER CAVET DR,,x,,,,
1/21/18,2716 #1,GASTON AVE,,,,couch,,
1/22/18,101,ADAIR DR,,x,,,,
1/22/18,113,LAKE FOREST CIR,,x,,,,
1/22/18,126,S VAN GILDER ST,,x,,,,
1/22/18,201,MAPLE LOOP RD,x,,,,,
1/22/18,208,S BERTRAND ST,x,,,,,
1/22/18,216,CHICKAMAUGA AVE,,x,,,,
1/22/18,227,E OAK HILL AVE,,x,,,,
1/22/18,301,INSKIP DR ,,x,,,,
1/22/18,309,BONA RD,,x,,,,
1/22/18,318,MCNABB AVE,,x,,,,
1/22/18,381,HIAWASSEE AVE,x,,,,,
1/22/18,409,MILLIGAN ST,,x,,,,
1/22/18,421,KITUWAH TRL,x,,,,,
1/22/18,458,CIRCLE HILL DR,,x,,,,
1/22/18,507,LAKE FOREST DR,x,,,,,
1/22/18,521,OGLEWOOD AVE,,x,,not at the curb,,
1/22/18,601,OAKHURST DR,,x,,,,
1/22/18,616,BALSAM DR,,X,,2 CITY TOTERS,,
1/22/18,701,CENTEROAK DR,,X,,,,
1/22/18,712,LIPPENCOTT ST,,x,,,,
1/22/18,725,E QUINCY AVE,x,,,,,
1/22/18,801,NORAGATE RD,,X,,,,
1/22/18,813,DEERY ST,,x,,,,
1/22/18,846,FREEMASON ST,,x,,,,
1/22/18,911,MILLINGTON PARK WAY,,x,,,,
1/22/18,929,MARLBORO RD,,x,,,,
1/22/18,1004,FAIR DR,x,,,,,
1/22/18,1018,HAYSLOPE DR,,,,,,
1/22/18,1044,ASHWOOD PL,,x,,paint in toter,,
1/22/18,1109,HIAWASSEE AVE,x,,,,,
1/22/18,1121,MAGNET PL,,x,,,,
1/22/18,1200,SCENIC DR,,x,,,,
1/22/18,1214,ADAIR DR,,x,,,,
1/22/18,1255,GRENOBLE DR,x,,,,,
1/22/18,1310,CLINCH AVE,,x,,,,
1/22/18,1327,LUCY WAY,,x,,,,
1/22/18,1409,FRANCIS STATION DR,,x,,,,
1/22/18,1428,PHEASANTS GLEN DR ,,x,,,,
1/22/18,1512,CEDAR LN,,,,2 city toters dumped one ,,
1/22/18,1540,HOLMAN RD,,x,,,,
1/22/18,1614,LUCK AVE,,x,,,,
1/22/18,1639,CHENOWETH CIR,,x,,,,
1/22/18,1709,CHARLES DR,,x,,,,
1/22/18,1721,EARL AVE,,x,,,,
1/22/18,1803,E MANSFIELD DR,,x,,,,
1/22/18,1836,EXPLORER LN,,x ,,,,
1/22/18,1911,EARL AVE,x ,,,,,
1/22/18,1931,EARL AVE,,x ,,,,
1/22/18,2005,BRADSHAW GARDEN DR,,x ,,,,
1/22/18,2020,LOCARNO DR ,,x ,,,,
1/22/18,2101,MAPLEWOOD DR,,x,,,,
1/22/18,2115,EDGEWOOD AVE,x,,,extra toers full of rock ,,
1/22/18,2157,BEREA AVE,,x,,,,
1/22/18,2214,HOLBROOK DR,x,,,const material ,,
1/22/18,2240,MAPLEWOOD DR,x,,,bags ,,
1/22/18,2308,BLACK BEAR RD,x ,,,trash on ground ,,
1/22/18,2322,CEDAR LN,,x,,,,
1/22/18,2401,E GLENWOOD AVE,x ,,,,,
1/22/18,2421,N PARK BLVD,,x,,,,
1/22/18,2465,MAPLE CREST LN,,x ,,,,
1/22/18,2518,BUFFAT MILL RD,,x,,,,
1/22/18,2600,HAWK CREST LN,,,x,car blocking toter ,,
1/22/18,2629,FAIRVIEW ST,,x ,,,,
1/22/18,2716,DELROSE DR,,,,alley needs trimed ,,
1/22/18,2808,AVONDALE AVE,x ,,,,,
1/22/18,2839,GREENWAY DR,,x ,,,,
1/22/18,2913,ATOKA LN,,,x,too close to mail box ,,
1/22/18,2943,CECIL AVE,x ,,,scattered trash on ground and bags,,
1/22/18,3025,KENILWORTH LN,,x ,,,,
1/22/18,3106,DOE WOOD LN,,x,,,,
1/22/18,3120,KINGSMORE DR,,x,,,,
1/22/18,3204,WASHINGTON PIKE ,x,,,ex trash in alley and at curb ,,
1/22/18,3226,DEER LAKE DR,,x,,,,
1/22/18,3311,MONMOUTH ST,,,x ,too close to mailbox ,,
1/22/18,3357,WHITTLE SPRINGS RD,,x,,,,
1/22/18,3421,BRANCH HILL LN,,x,,,,
1/22/18,3511,SOUTH HAVEN RD,,x,,2 city toters,,
1/22/18,3611,ALPINE DR,,x,,,,
1/22/18,3711,LANCASTER DR,,x,,,,
1/22/18,3809,MAUPIN DR ,,x,,,,
1/22/18,3871,SPEEDWAY CIRCLE,,x,,,,
1/22/18,3929,MAGNOLIA AVE,,x,,,,
1/22/18,4018,SUTHERLAND AVE,,x,,,,
1/22/18,4108,RIVERSTONE LN ,,x,,,,
1/22/18,4142,WALKER BLVD,x ,,,,,
1/22/18,4211,LILLY WAY,x ,,,tv stand,,
1/22/18,4289,BUFFAT MILL RD,,x,,,,
1/22/18,4312,ROYALVIEW RD,,x,,,,
1/22/18,4356,WALNUT RIDGE LN,,x,,,,
1/22/18,4413,SUNFLOWER DR,x,,,ex city toter and dryer set out behind me,,
1/22/18,4505,MARTIN MILL PIKE,x ,,,,,
1/22/18,4601,SEMINOLE RD,x,,,,,
1/22/18,4625,NEWCOM AVE,,x,,,,
1/22/18,4719,HOLSTON HILLS RD,,x,,,,
1/22/18,4811,MAPLE RD,,x,,,,
1/22/18,4908,HILLDALE DR ,,,x,,,
1/22/18,5001,FLEETWOOD DR,,x,,,,
1/22/18,5031,CANDACE CIR,,x,,,,
1/22/18,5121,OAKVIEW RD,,x,,,,
1/22/18,5212,AVERY WOODS LN,,x,,,,
1/22/18,5305,MONTCREST RD,,x,,,,
1/22/18,5337,LAVESTA DR,,x,,,,
1/22/18,5413,DOGWOOD RD,,x,,,,
1/22/18,5501,GREENCREST RD,,x,,car blocking drive,,
1/22/18,5517,CLIFFWOOD RD,,x,,,,
1/22/18,5609,DODGE RD,,x,,,,
1/22/18,5669,EAGLE CREST LN,,x,,,,
1/22/18,5713,TENNYSON DR,,x,,,,
1/22/18,5805,JAMAICA LN,,,x,,,
1/22/18,5843,FAIRHILL LN,,x,,,,
1/22/18,5916,GROVE PARK RD,,x,,,,
1/22/18,6000,MEADOW OAK LN,,x,,not out,,
1/22/18,6025,NOTTINGHAM RD,,x,,,,
1/22/18,6118,NORTHCREST CIR,,x,,,,
1/22/18,6309,JOHN MAY DR,x,,,,,
1/22/18,6517,SHERWOOD DR,,x,,,,
1/22/18,6708,SHREWSBURY DR,,x,,,,
1/22/18,6858,AVENSONG LN,,x,,,,
1/22/18,7016,PEMMBROOKE SHIRE LN,,x,,,,
1/22/18,7116,DEANE HILL DR,,x,,,,
1/22/18,7232,DEANE HILL DR,,x,,,,
1/22/18,7347,KENNON PARK LN,,,x,,,
1/22/18,7532,LUSCOMBE DR,,x,,,,
1/22/18,7722,ELLISVILLE LN,,x,,,,
1/22/18,7914,GLEASON DR,,X,,,,
1/22/18,8038,ELLISVILLE LN,,x,,,,
1/22/18,8309,BENNINGTON DR,,x,,,,
1/22/18,2716 #1,GASTON AVE,,x,,,,
1/23/18,101,BONA RD,,x,,,,
1/23/18,113,LAKE VIEW DR,,x,,,,
1/23/18,126,TEMLETON RD,,x,,,,
1/23/18,201,MICHAEL ST,x,,,,,
1/23/18,208,SEQUOYAH GARDENS WAY,x,,,,,
1/23/18,216,DEADERICK AVE,,x,,,,
1/23/18,227,E OKLAHOMA AVE,,x,,,,
1/23/18,301,INSKIP DR ,x,,,,,
1/23/18,309,BURNS RD,,x,,,,
1/23/18,318,PETTWAY AVE,,x,,,,
1/23/18,384,NASH RD,,x,,,,
1/23/18,409,N BELLEMEADE AVE,,x,,,,
1/23/18,421,OAKHURST DR,x,,,,,
1/23/18,458,EAST HILLVALE TU,,x,,,,
1/23/18,507,LINDY DR,x, ,,,,
1/23/18,521,TALIWA DR,,x,,,,
1/23/18,602,CASWELL AVE,,x,,,,
1/23/18,616,BROOME RD,,X,,,,
1/23/18,701,CHEROKEE BLVD,,X,,,,
1/23/18,712,MORGAN ST,,x,,,,
1/23/18,725,FREEMASON ST,,x,,,,
1/23/18,801,NORMANDY DR,,X,,,,
1/23/18,813,FAIRFIELD RD,,x,,,,
1/23/18,848,BENNETT PL,,x,,,,
1/23/18,911,SEVIER AVE,,x,,,,
1/23/18,929,MAYNARD AVE,,x,,,,
1/23/18,1004,MORRELL RD,,x,,,,
1/23/18,1018,KENYON ST,,x,,,,
1/23/18,1044,CRAIGLAND CT,,x,,,,
1/23/18,1109,HIGHLAND DR,x,,,,,
1/23/18,1121,MARYLAND AVE,,x,,,,
1/23/18,1200,SHADYLAND DR,,,,,,
1/23/18,1214,ASHWOOD PL,,x,,,,
1/23/18,1257,HARBIN RIDGE LN,x,,,,,
1/23/18,1310,CRAIG RD,,x,,,,
1/23/18,1327,NORTH BRISCOE CIR,,x,,,,
1/23/18,1409,GLENOAKS DR,,x ,,,,
1/23/18,1428,BEAUMONT AVE,,x,,,,
1/23/18,1512,COKER AVE,x ,,,,,
1/23/18,1540,MARCONI DR,,x,,,,
1/23/18,1614,MALL ST,,x,,,,
1/23/18,1640,CLINCH AVE,,,,paint ,,
1/23/18,1709,CONNECTICUT AVE,,x,,,,
1/23/18,1721,FAY ST,,x ,,,,
1/23/18,1803,HOITT AVE,,x,,,,
1/23/18,1836,SILVER CLOUD LN,,x,,,,
1/23/18,1911,HOUSTONIA DR,x ,,,,,
1/23/18,1931,FOREST AVE,,x ,,,,
1/23/18,2005,CHICAGO AVE,x,,,,,
1/23/18,2021,BEREA AVE,x ,,,,,
1/23/18,2101,MARTHA BETTY DR,,x,,,,
1/23/18,2115,FLAGLER RD,x,,,trash on ground and wood ,,
1/23/18,2157,HILLSBORO HTS,,x,,,,
1/23/18,2214,HOUSTONIA DR,x,,,,,
1/23/18,2240,MCCLUNG AVE,,x,,,,
1/23/18,2308,BOXWOOD LN,,x ,,a and b ,,
1/23/18,2322,DANDRIDGE AVE,x ,,,,,
1/23/18,2401,GLOBE DR,,x ,,,,
1/23/18,2422,BROWN AVE,,x,,,,
1/23/18,2466,GLEN MEADOW RD,,x ,,,,
1/23/18,2518,DAYTON ST,,x,,,,
1/23/18,2600,KEYSTONE AVE,,x ,,,,
1/23/18,2629,BARTON ST,,x ,,,,
1/23/18,2716,E FIFTH AVE,,,,alley needs trimed ,,
1/23/18,2808,BOYDS BRIDGE PIKE,,x ,,,,
1/23/18,2839,JEFFERSON AVE,,x ,,problem stop ,,
1/23/18,2913,BELLEVUE ST,x,,,,,
1/23/18,2943,CECIL AVE,x ,,,,,
1/23/18,3025,NORTH HILLS BLVD,x ,,,trash on ground and bags ,,
1/23/18,3106,HAZELWOOD RD,,x,, personal can only out ,,
1/23/18,3120,LAFAYETTE RD,,x,,,,
1/23/18,3204,AVONDALE AVE,x,,,ex trash in alley and at curb ,,
1/23/18,3226,FIFTH AVE,x ,,,,,
1/23/18,3312,CANARY AVE,,x,,,,
1/23/18,3358,LAKEVIEW DR,,x,,,,
1/23/18,3421,HAZELWOOD RD,x,,,,,
1/23/18,3511,VALLEY STREAM WAY,,,,bulky - couch,,
1/23/18,3611,CHERRYLOG RD,,,,blocked by white truck,,
1/23/18,3711,LOCUSTWOOD WAY,,x,,,,
1/23/18,3809,NATHANIEL RD,x,,,hot water heater to heavy ,,
1/23/18,3872,SPEEDWAY CIRCLE,,x,,,,
1/23/18,3929,WOODLAWN PIKE,,x,,,,
1/23/18,4018,HIAWATHA DR,,x,,,,
1/23/18,4108,ROYALVIEW RD,x ,,,,,
1/23/18,4142,HOLSTON DR,,x,,a & B ,,
1/23/18,4211,MONTSERRAT LN,x ,,,,,
1/23/18,4289,BUFFAT MILL RD,,,x,,,
1/23/18,4312,S GARDEN RD,,x ,,,,
1/23/18,4356,MANNINGTON DR,,x,,,,
1/23/18,4413,SUTHERLAND AVE,x,,,loose trash ,,
1/23/18,4505,N WAHLI DR,x,,,couch,,
1/23/18,4601,SILVERHILL DR,x,,,,,
1/23/18,4625,ROBINDALE RD,x,,,couch in ditch ,,
1/23/18,4719,LYONS VIEW PIKE,,x,,,,
1/23/18,4812 ,BEVERLY FIELD WAY ,,x,,,,
1/23/18,4908,HOLSTON DR,,,x,,,
1/23/18,5001,HOLSTON DR,,x,,,,
1/23/18,5031,DOVEWOOD WAY,,x,,,,
1/23/18,5121,TENWOOD DR,,x ,,,,
1/23/18,5212,BALL CAMP PIKE,,x,,,,
1/23/18,5305,MONTCREST RD,,x,,,,
1/23/18,5337,PRESTONWOOD LN,,x,,,,
1/23/18,5413,EDGEFIELD RD,,x,,,,
1/23/18,5501,KENBROOK LN,,x,,,,
1/23/18,5517,CRESTWOOD DR,,x,,,,
1/23/18,5609,JAMAICA LN ,  ,x,,,,
1/23/18,5670,MATLOCK DR,,x,,blocked by cars,,
1/23/18,5713,WALDEN WOODS CT,,x,,,,
1/23/18,5805,MARILYN DR,x,,,carpet not cut or tied ,,
1/23/18,5844,SOLAR DR,,x,,,,
1/23/18,5916,HOLSTON HILLS RD,,x,,,,
1/23/18,6000,NEWINGTON LN,,x,,,,
1/23/18,6025,WARRENPARK LN,,x,,,,
1/23/18,6119,BURLWOOD RD,,x,,,,
1/23/18,6309,MILL CREEK LN,x,,,,,
1/23/18,6517,TEWKSBURY DR,x,,,bags ,,
1/23/18,6708,STONE MILL DR,,x,,,,
1/23/18,6862,AVENSONG LN,,x,,,,
1/23/18,7016,PEMMBROOKE SHIRE LN,x,,,large tv ,,
1/23/18,7116,DOWNING DR,,x,,,,
1/23/18,7232,LAWFORD RD,,x,,,,
1/23/18,7347,MANDERLY WAY,,x,,,,
1/23/18,7532,LUSCOMBE DR,,x,,,,
1/23/18,7723,VILLAGE DR,,x,,,,
1/23/18,7914,GLEASON DR,,X,,,,
1/23/18,8038,PEPPERDINE WAY,,x,,,,
1/23/18,8311,CHADWICK DR,,x,,,,
1/23/18,2743 B,WIMPOLE AVE,,x,,,,
1/24/18,101,E RED BUD RD,,x,,,,
1/24/18,113,LYNNVIEW DR,,x,,,,
1/24/18,126,W MOODY AVE,,x,,,,
1/24/18,201,N LAUREL CIR,x,,,,,
1/24/18,208,WEST GLENWOOD AVE,x,,,,,
1/24/18,216,E QUINCY AVE,,x,,,,
1/24/18,227,E OKLAHOMA AVE,x, ,,,,
1/24/18,301,JAMEY ST,x,,,,,
1/24/18,309,CANTERBURY DR,,x,,,,
1/24/18,318,TEDLO LN,,x,,,,
1/24/18,384,NASH RD,,x,,,,
1/24/18,409,NASH RD,,x,,,,
1/24/18,421,OAKHURST DR,x,,,,,
1/24/18,458,EAST HILLVALE TURN,,x,,,,
1/24/18,507,OAKCREST RD,,x,,,,
1/24/18,521,TIPTON AVE,,x,,,,
1/24/18,602,FOREST HEIGHTS RD,x,,,,,
1/24/18,616,CHICKAMAUGA AVE,,X,,,,
1/24/18,701,CHEROKEE BLVD ,,X,,,,
1/24/18,712,NORAGATE RD,,x,,,,
1/24/18,725,GARDEN VILLA WAY,,x,,,,
1/24/18,801,PHILLIPS AVE,,X,,,,
1/24/18,813,GLENOAKS DR,,x,,,,
1/24/18,848,BENNETT PL,,x,,,,
1/24/18,911,CARRINGTON RD,,x,,,,
1/24/18,929,MICRO WAY,x,,,,,
1/24/18,1004,NORTH THIRD AVE,,x,,,,
1/24/18,1018,KNOXVILLE COLLEGE DR,x,,,,,
1/24/18,1045,ASHWOOD PL,,x,,,,
1/24/18,1109,LECONTE RD,x,,,,,
1/24/18,1121,MINNESOTA AVE ,,x,,,,
1/24/18,1200,SNOWDON DR,,,,,,
1/24/18,1214,BEAUMONT AVE,,x,,,,
1/24/18,1257,HARBIN RIDGE LN,,x,,,,
1/24/18,1310,E WALNUT GROVE RD,,x,,,,
1/24/18,1328,BEACON HILL LN,,x,,,,
1/24/18,1409,GRAINGER AVE,,x ,,,,
1/24/18,1428,CORNELIA ST,,x,,,,
1/24/18,1512,FAIR DR,,x,,,,
1/24/18,1540,OHIO AVE,x ,,,,,
1/24/18,1614,MINGLE AVE,,x ,,,,
1/24/18,1640,EDGEWOOD AVE,,x,,,,
1/24/18,1709,HAVENHILL LN,,x,,,,
1/24/18,1721,FERD HICKEY RD,,x ,,,,
1/24/18,1803,JEFFERSON AVE,,x,,,,
1/24/18,1836,EXPLORER LN,,x ,,,,
1/24/18,1911,LOCARNO DR,,x ,,,,
1/24/18,1931,GRANVILLE TER,,x ,,,,
1/24/18,2005,CLINCH AVE,,x,,,,
1/24/18,2021,BERNHURST DR,,x,,,,
1/24/18,2101,MCCROSKEY AVE,,x,,,,
1/24/18,2115,ISLAND HOME BLVD,x,,,trash on ground  ,,
1/24/18,2160,DANDRIDGE AVE,,x,,,,
1/24/18,2214,MAPLEWOOD DR,x,,,move our bulky is covered with trash got limit ,,
1/24/18,2240,QUAIL HOLLOW RD,,x,,,,
1/24/18,2308,CHUKAR RD,,,,couch ,,
1/24/18,2322,HIGHLAND AVE,,,x ,car blocking can ,,
1/24/18,2401,HIGHLAND DR,x,,,,,
1/24/18,2422,CRESTPARK RD,,x ,,,,
1/24/18,2466,GLEN MEADOW RD,,x ,,,,
1/24/18,2518,E 5TH AVE,,x,,,,
1/24/18,2600,KNOTT RD,,x ,,,,
1/24/18,2629,BELVEDERE AVE,,x ,,,,
1/24/18,2716,EDGEWOOD AVE,,,,needs new cart,,
1/24/18,2808,CHILLICOTHE ST,x ,,,,,
1/24/18,2839,JOHN DEERE DR,,x ,,,,
1/24/18,2913,BROOKS AVE,x,,,,,
1/24/18,2944,ORCHID DR,,x ,,,,
1/24/18,3025,DOW DR,x ,,,trash on ground and bags ,,
1/24/18,3106,KNOX LN,,x ,,,,
1/24/18,3120,ORCHARD AVE,,x,,,,
1/24/18,3204,BELLEVUE ST,,x,,,,
1/24/18,3226,GREENWAY DR,,x,,,,
1/24/18,3312,CHANTILLY DR,,x,,,,
1/24/18,3358,LAKEVIEW DR,,x,,,,
1/24/18,3421,LANSING AVE,,,x,,,
1/24/18,3511,VALLEY VIEW DR,x,,,extra bags,,
1/24/18,3611,E KESTERWOOD DR,,x,,,,
1/24/18,3712,ALPINE DR,,x,,,,
1/24/18,3809,OAKWOOD LN,,x,,,,
1/24/18,3883,SPEEDWAY CIRCLE,x,,,loose trash ,,
1/24/18,3929,ABERCORN RD,,x,,,,
1/24/18,4019,ASHEVILLE HWY,,x,,,,
1/24/18,4108,SULLIVAN RD,,,x,blocked by bmw ,,
1/24/18,4143,OAKSTONE LN,,,,nees wheel on toter ,,
1/24/18,4211,PLUM FIELD WAY,,,,broken toter ,,
1/24/18,4298,LARIGO DR,x,,,wood table ,,
1/24/18,4312,SAN JUAN LN,,x,,,,
1/24/18,4356,NETTLETON DR,,x ,,,,
1/24/18,4413,TAZEWELL PIKE,,x,,,,
1/24/18,4505,NICHOLAS RD,,x,,,,
1/24/18,4601,SIMS RD,x,,,possible move out ,,
1/24/18,4625,SKYVIEW DR,,,x,,,
1/24/18,4719,MOSS DR,,x,,,,
1/24/18,4812,ELMVIEW DR,,x,,,,
1/24/18,4908,JONQUIL DR,,,x,,,
1/24/18,5001,KNOXWOOD DR,,x,,,,
1/24/18,5031,GRIFFINS GATE LN,,x,,,,
1/24/18,5121,FOXWOOD RD,,x ,,,,
1/24/18,5212,CLAIRIDGE RD,,x,,,,
1/24/18,5305,N OZARK RD,,x,,,,
1/24/18,5337,GAINESWOOD RD,,x,,,,
1/24/18,5413,INWOOD RD,,x,,,,
1/24/18,5501,LAKE SHORE DR,,x,,,,
1/24/18,5517,HARDWOOD RD,,x,,,,
1/24/18,5609,KENTWOOD RD,x,,,,,
1/24/18,5670,MATLOCK DR,,x,,,,
1/24/18,5713,WALLWOOD RD,,x,,,,
1/24/18,5805,OUTER DR,,x,,,,
1/24/18,5845,BEAVER RUN LN,,x,,,,
1/24/18,5916 ,HOLSTON VIEW LN,,x,,,,
1/24/18,6000,RIDGEWOOD RD,,x,,,,
1/24/18,6025,WOODBARK TRCE,,x,,,,
1/24/18,6119,CHAPMAN HWY,,x,,,,
1/24/18,6309,SHAFTSBURY DR,x,,,,,
1/24/18,6518,VANCE LN,,x,,move out,,
1/24/18,6708,ELLESMERE DR,,x,,,,
1/24/18,6862,AVENSONG LN,,x,,,,
1/24/18,7016,ROCKINGHAM DR,x,,,large tv ,,
1/24/18,7116,HAMPSHIRE DR ,,x,,,,
1/24/18,7232,ASHBURTON DR,,x,,,,
1/24/18,7347,MISTY MEADOW PL,,x,,,,
1/24/18,7533,LUSCOMBE DR,,x,,,,
1/24/18,7724,LUSCOMBE DR,,x,,,,
1/24/18,7914,GLEASON DR,,X,,,,
1/24/18,8038,ELLISVILLE LN,,x,,,,
1/24/18,8311,CHADWICK DR,,x,,,,
1/24/18,2910 #104,LA VILLAS DR,,x,,,,
1/25/18,101,FIFTH AVE,,x,,,,
1/25/18,113,MAXEY ST,,x,,,,
1/25/18,126,WOODRUSH DR,,x,,,,
1/25/18,201,NORTH BELLEMEADE AVE,x,,,,,
1/25/18,208,AILSIE DR,x,,,,,
1/25/18,216,GILBERT LN,,x,,,,
1/25/18,227,GREEN PINE AVE,,x,,,,
1/25/18,301,JENSO DR,,x,,,,
1/25/18,309,DICKSON ST,x,,,,,
1/25/18,318,W FORD VALLEY RD,x,,,,,
1/25/18,386,HIAWASSEE AVE,,x,,,,
1/25/18,409,OAK HILL AVE,,x,,,,
1/25/18,422,AVENUE B,x,,,,,
1/25/18,458,OAKHURST DR,,x,,,,
1/25/18,508,ALANDALE DR,,x,,,,
1/25/18,521,BARDON RD,,x,,,,
1/25/18,602,FOREST HILLS BLVD,,x,,,,
1/25/18,616,FOREST VIEW RD,X,,,,,
1/25/18,701,CHICKAMAUGA AVE,,X,,,,
1/25/18,713,CESSNA RD,,x,,,,
1/25/18,725,GREENSBORO WAY,x,,,,,
1/25/18,801,PHILLIPS AVE,,X,,,,
1/25/18,813,GRESHAM RD,,x,,,,
1/25/18,849,BLUFF DR ,,x,,,,
1/25/18,911,CHEROKEE BLVD,,x,,,,
1/25/18,929,MILLINGTON PARK WAY,x,,,,,
1/25/18,1004,OAKLETT DR,,x,,,,
1/25/18,1018,LEON DR,,x,,,,
1/25/18,1045,HAYSLOPE DR,,x,,,,
1/25/18,1109,MECHANICS WAY,x,,,,,
1/25/18,1121,MONTVIEW RD,,x,,,,
1/25/18,1200,UNIVERSITY AVE,,x,,,,
1/25/18,1214,BRADSHAW GARDEN RD,,x,,,,
1/25/18,1260,GRENOBLE DR,x,,,,,
1/25/18,1310,KENYON ST,,x,,,,
1/25/18,1328,BURTON RD,,x,,,,
1/25/18,1409,HANNAH AVE,x,,,,,
1/25/18,1428,FRANCIS STATION DR,,x,,,,
1/25/18,1512,FRANCIS RD,,x,,,,
1/25/18,1540,AGAWELA AVE,,x ,,,,
1/25/18,1614,WASHINGTON AVE,,x,,,,
1/25/18,1640,JEFFERSON AVE,,x ,,,,
1/25/18,1709,MAPLE DR,,x,,,,
1/25/18,1721,GARDEN VIEW LN,,x ,,,,
1/25/18,1803,W CLINCH AVE,,x,,,,
1/25/18,1837,KIM WATT DR,x ,,,,,
1/25/18,1911,MARTHA BERRY DR,,x,,,,
1/25/18,1931,LAWSON AVE,,x ,,,,
1/25/18,2005,COUNTRYHILL LN,x,,,,,
1/25/18,2021,CECIL AVE,,x,,,,
1/25/18,2101,N SIXTH AVE,,x,,,,
1/25/18,2115,LINCOLN ST,,x ,,,,
1/25/18,2160,DANDRIDGE AVE,,x,,,,
1/25/18,2214,PEACHTREE ST,,,x ,,,
1/25/18,2240,VENETIAN WAY ,,x,,,,
1/25/18,2308,CROYDON RD,,x ,,,,
1/25/18,2322,HOLBROOK DR,,x,,,,
1/25/18,2401,HOITT AVE,x ,,,,,
1/25/18,2422,EAST GLENWOOD AVE,,x ,,,,
1/25/18,2467,GLEN MEADOW RD,,x ,,4513 thur 4516,,
1/25/18,2518,GLEN MEADOW RD,,x,,,,
1/25/18,2600,LESA LN ,x ,,,bags ,,
1/25/18,2629,DELROSE DR,x ,,,,,
1/25/18,2716,KEYSTONE AVE,,x ,,,,
1/25/18,2808,DODD ST SE,,x,,,,
1/25/18,2839,MOSSY OAKS LN ,,x ,,problem stop ,,
1/25/18,2913,E WOODROW DR,,x,,,,
1/25/18,2944,WALKUP DR,,x ,,,,
1/25/18,3025,E FIFTH AVE,,x ,,,,
1/25/18,3106,ORCHARD AVE,,x ,,,,
1/25/18,3120,VANDEVENTER AVE,,x,,,,
1/25/18,3204,BIRCHWOOD RD,,x,,,,
1/25/18,3226,KINGSMORE DR,,x,,,,
1/25/18,3312,CLEARVIEW ST,,x,,,,
1/25/18,3359,LAKE VIEW DR,,x,,,,
1/25/18,3421,LUWANA RD,x,,,extra trash,,
1/25/18,3511,WILDERNESS RD,,x,,,,
1/25/18,3612,ALPINE DR,x,,,bulky,,
1/25/18,3712,ESSARY DR,,x,,,,
1/25/18,3810,BLACK OAK RIDGE DR,,x,,,,
1/25/18,3887,SPEEDWAY CIR,x,,,boxes ,,
1/25/18,3929,ACORN DR,,x,,,,
1/25/18,4019,GARDEN DR,,x,,,,
1/25/18,4108,TAZEWELL PIKE,x ,,,,,
1/25/18,4143,OAKSTONE LN,,x ,,,,
1/25/18,4211,SEVIERVILLE PIKE,,x ,,,,
1/25/18,4298,LARIGO DR,,c,,,,
1/25/18,4312 ,SCARLETT LN,,x,,,,
1/25/18,4357,MANNINGTON DR,,x,,,,
1/25/18,4413,TWIN PINES DR,,x,,,,
1/25/18,4505,ROYALVIEW RD,x,,,mattress,,
1/25/18,4601,UPCHURCH RD,x,,,,,
1/25/18,4625,WESTOVER TER,,x,,,,
1/25/18,4719,PECANWOOD WAY,,x,,,,
1/25/18,4812,HOLSTON HEIGHTS LN,,,x,,,
1/25/18,4908,LONAS DR,,,x,,,
